text,body_len,punct%,cap_count,has_link,clean_text,label
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",82,9.38,0,0,daddy shu shu look 4 u u wan 2 tell ure singapore wat,ham
Thats cool. I want to please you...,35,13.79,0,0,s cool want,ham
ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,62,14.89,1,0,ìï neva tell noe m home da aft wat,ham
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",157,2.36,0,0,want pull case plan spend not confidence derek taylor money management,ham
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",131,5.61,21,0,oh yeahand hav great time newquaysend postcard 1 look girl m goneu know 1im talkin boutxx,ham
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",156,5.19,2,0,u r subscribe 2 textcomp 250 wkly comp 1st wks free question follow subsequent wks charged150pmsg2 unsubscribe txt stop 2 84128custcare 08712405020,spam
I surely dont forgot to come:)i will always be in touch in with you:-),70,8.77,0,0,surely not forgot comei touch,ham
Thank god they are in bed!,26,4.76,0,0,thank god bed,ham
No just send to you. Bec you in temple na.,42,6.06,0,0,send bec temple na,ham
U know we watchin at lido?,26,4.76,0,0,u know watchin lido,ham
Hope you are not scared!,24,5.0,0,0,hope scared,ham
"Sorry, I'll call later",22,10.53,0,0,sorry ill later,ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,7.32,1,0,know god create gap finger come fill gap hold hand love,ham
Lol ok your forgiven :),23,10.53,0,0,lol ok forgive,ham
"I'm back, lemme know when you're ready",38,9.38,0,0,m lemme know ready,ham
Ill be there on  &lt;#&gt;  ok.,31,25.0,0,0,ill ok,ham
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",151,3.33,0,0,cool tyler go to buy drop place later tonight total order quarter get,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,4.44,0,0,camera award sipix digital camera 09061221066 fromm landline delivery 28 day,spam
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",101,10.99,0,0,text82228 ringtone logo game question infotxt82228couk,spam
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,93,9.09,0,0,not flatter tell man pint carlin minute,ham
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,134,8.7,3,0,collect valentine weekend paris inc flight hotel å£200 prize guarantee text paris 69101,spam
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,101,8.89,0,1,bloomberg message center 447797706009 wait apply future bloombergcom,spam
Wat time Ì_ wan today?,22,11.11,1,0,wat time ì wan today,ham
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,129,4.9,0,0,awww dat sweet think nice time tonight ill probably txt u later cos m lonely xxx,ham
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,161,3.7,3,0,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award 09061743806 landline tcs sae box326 cw25wx 150ppm,spam
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",201,5.52,0,0,m m sorry hope space give want remember furniture m lock lock leave key jenne,ham
Probably a couple hours tops,28,0.0,0,0,probably couple hour top,ham
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,49,16.33,0,0,staffsciencenusedusgphyhcmkteachingpc1323,ham
Hey i will be late... i'm at amk. Need to drink tea or coffee,61,10.42,0,0,hey late m amk need drink tea coffee,ham
U should have made an appointment,33,0.0,0,0,u appointment,ham
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,153,3.12,3,0,dear dave final notice collect 4 tenerife holiday 5000 cash award 09061743806 landline tcs sae box326 cw25wx 150ppm,spam
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",101,7.41,0,0,hi hope ur day good walk table book half let know ur come,ham
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,153,3.05,3,0,urgent 09061743811 landline abta complimentary 4 tenerife holiday å£5000 cash await collection sae tcs box 326 cw25wx 150ppm,spam
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,11.76,2,0,new theory argument win d situation lose person not argue ur friend kick m correct,ham
Remind me how to get there and I shall do so,44,0.0,0,0,remind shall,ham
"Maybe westshore or hyde park village, the place near my house?",62,3.85,0,0,maybe westshore hyde park village place near house,ham
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,139,2.65,0,0,pls help tell sura m expect battery hont pls send message download movie thank,ham
Fine if thatåÕs the way u feel. ThatåÕs the way its gota b,58,2.17,0,0,fine thatåõs way u feel thatåõs way gota b,ham
She told to hr that he want posting in chennai:)because i'm working here:),74,8.06,0,0,tell hr want post chennaibecause m work,ham
\Hey j! r u feeling any better,30,8.33,0,0,hey j r u feel well,ham
"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",157,3.01,1,0,thank ringtone order ref number k718 mobile charge å£450 tone arrive customer service 09065069120,spam
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",201,1.85,0,0,not worry understand important place poorly think punishment face bad thing happen brb go to kill,ham
We will meet soon princess! Ttyl!,33,7.14,0,0,meet soon princess ttyl,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,159,3.79,4,0,urgent try contact u todays draw show win å£2000 prize guarantee 09066358361 land line claim y87 valid 12hrs,spam
Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,61,5.88,2,0,û donû÷t worry weû÷ll finish march û ish,ham
Where to get those?,19,6.25,0,0,,ham
Mmmm.... I cant wait to lick it!,32,19.23,0,0,mmmm not wait lick,ham
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",133,6.67,0,0,say kiss kiss not sound effect gorgeous man not kind person need smile brighten day,ham
I went to project centre,24,0.0,0,0,go project centre,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,157,3.82,4,0,urgent try contact u todays draw show win å£800 prize guarantee 09050001808 land line claim m95 valid12hrs,spam
* Am on a train back from northampton so i'm afraid not!,56,6.67,0,0,train northampton m afraid,ham
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,147,6.56,1,0,txt 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop,spam
Try neva mate!!,15,15.38,0,0,try neva mate,ham
S.i think he is waste for rr..,30,12.5,0,0,si think waste rr,ham
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",156,7.46,3,0,hi 2night ur lucky night uve invite 2 xchat uks wildest chat txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yr,spam
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),102,10.34,0,0,dahe stupid daalway send like thisdon believe messagepandy mental,ham
Do u hav any frnd by name ashwini in ur college?,48,2.63,0,0,u hav frnd ashwini ur college,ham
R u meeting da ge at nite tmr?,30,4.35,0,0,r u meet da ge nite tmr,ham
Ok... Thanx... Gd nite 2 Ì_ too...,34,35.71,1,0,ok thanx gd nite 2 ì,ham
I cant pick the phone right now. Pls send a message,51,2.44,0,0,not pick phone right pls send message,ham
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",168,4.93,4,0,urgent 09066612661 landline complementary 4 tenerife holiday å£10000 cash await collection sae tcs po box 3 wa14 2px 150ppm 18 sender hol offer,spam
Or Ì_ go buy wif him then i meet Ì_ later can?,46,8.57,2,0,ì buy wif meet ì later,ham
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,145,3.28,0,0,want new video handset 750 anytime network min half price line rental camcorder reply 08000930705 delivery tomorrow,spam
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",58,27.08,0,0,sound gd haha wah u yan jiu fast liao,ham
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,62,10.2,0,0,aiyo u poor thing u dun wan 2 eat u bathe,ham
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",124,9.8,0,0,today song dedicated day song u dedicate send ur valuable frnd rply,ham
Just curious because my cuz asked what I was up to,50,0.0,0,0,curious cuz ask,ham
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,144,5.88,1,0,freemsg txt 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop,spam
Hows that watch resizing,24,0.0,0,0,s watch resize,ham
"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply",67,8.77,2,0,god ask forgiveness little child give lovely reply,ham
I am late. I will be there at,29,4.55,0,0,late,ham
I dont know exactly could you ask chechi.,41,2.94,0,0,not know exactly ask chechi,ham
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,69,5.0,0,0,check choose babe video smsshsexnetun fgkslpopw fgkslpo,spam
If he started searching he will get job in few days.he have great potential and talent.,87,2.78,0,0,start search job dayshe great potential talent,ham
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",147,4.96,3,0,select stay 1 250 british hotel holiday worth å£350 claim london 02072069400 bx 526 sw73ss,spam
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",86,4.29,0,0,hey babe see come online second disappear happen,ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,159,3.03,1,0,december mobile 11mth entitle update late colour camera mobile free mobile update vco free 08002986906,spam
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",138,5.98,2,0,good friend care close friend understand true friend stay forever word time gud ni8,ham
Okay. I've seen it. So i should pick it on friday?,50,10.0,0,0,okay ve see pick friday,ham
 and  picking them up from various points,41,0.0,0,0,pick point,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,136,7.69,4,0,private 2003 account statement show 800 unredeemed s m point 08719899230 identifier code 41685 expire 071104,spam
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",130,7.34,0,0,happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life,ham
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,67,11.32,0,0,know shall speak minute,ham
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,96,3.9,0,0,poke man everyday teach canada abi say hi,ham
Please CALL 08712402779 immediately as there is an urgent message waiting for you,81,0.0,1,0,08712402779 immediately urgent message wait,spam
Wish i were with you now!,25,5.0,0,0,wish,ham
Lol where do u come up with these ideas?,40,3.12,0,0,lol u come idea,ham
Still at west coast... Haiz... ÌÏ'll take forever to come back...,65,18.18,0,0,west coast haiz ìïll forever come,ham
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,121,11.88,0,0,get ur favorite oyster n get favorite sashimi ok lar dun wait ur stomach start rumble,ham
Can. Dunno wat to get 4 her...,30,16.67,0,0,dunno wat 4,ham
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,73,14.52,0,0,available m like right hillsborough th,ham
